 156.00  460.00   249.18  462.03    -0.79    1.45   -3.41
 416.00  408.00   463.73  335.97     1.00    1.01   -3.19
 104.00  252.00   106.89  261.38    -1.27   -0.03   -4.04
 468.00  200.00   422.58  181.39     1.63   -0.43   -3.66
 260.00   44.00   265.79   46.06     0.11   -1.47   -3.32
